No.,Location,County,Elev (m),Date,Name or Citation,Sex,Age,Repro,Zone,Easting,Northing
313,NE of Mallory Cave,Boulder,2075,6/7/98,Adams,F,A,UNK,13,475448,4424741
314,NE of Mallory Cave,Boulder,2075,6/22/98,Adams,F,A,UNK,13,475448,4424741
315,North Eldorado Roost,Boulder,2131,,Adams,F,,,13,475400,4421220
316,North Shanahan Trail Pond,Boulder,1802,8/14/96,Adams,M,J,NS,13,477518,4423786
317,North Shanahan Trail Pond,Boulder,1802,7/2/97,Adams,M,A,NS,13,477518,4423786
318,North Shanahan Trail Pond,Boulder,1802,6/2/98,Adams,F,A,P,13,477518,4423786
319,North Shanahan Trail Pond,Boulder,1802,7/5/98,Adams,F,A,L,13,477518,4423786
320,North Shanahan Trail Pond,Boulder,1802,7/5/98,Adams,F,A,L,13,477518,4423786
321,North Shanahan,Boulder,1802,8/22/98,Adams,M,A,NS,13,477518,4423786
322,North Shanahan Trail Pond,Boulder,1802,8/22/98,Adams,F,J,NLNP,13,477518,4423786
323,North Shanahan Trail Pond,Boulder,1802,6/8/99,Adams,M,A,NS,13,477518,4423786
324,North Shanahan Trail Pond,Boulder,1802,8/13/99,Adams,F,A,L,13,477518,4423786
325,North Shanahan Trail Pond,Boulder,1802,8/13/99,Adams,M,A,NS,13,477518,4423786
326,North Shanahan Trail Pond,Boulder,1802,8/13/99,Adams,M,A,S,13,477518,4423786
327,North Shanahan Trail Pond,Boulder,1802,8/13/99,Adams,F,A,PL,13,477518,4423786
328,North Shanahan Trail Pond,Boulder,1802,8/13/99,Adams,F,A,L,13,477518,4423786
329,North Shanahan Trail Pond,Boulder,1802,8/13/99,Adams,F,A,L,13,477518,4423786
330,North Shanahan,Boulder,1802,8/13/99,Adams,F,J,NLNP,13,477518,4423786
331,North Shanahan Trail Pond,Boulder,1802,8/13/99,Adams,F,A,L,13,477518,4423786
332,North Shanahan Trail Pond,Boulder,1802,8/4/08,Adams,M,A,S,13,476896,4423808
333,North Shanahan Trail Pond,Boulder,1802,8/4/08,Adams,M,A,NS,13,476896,4423808
334,North Shanahan Trail Pond,Boulder,1802,8/4/08,Adams,M,A,S,13,476896,4423808
335,North Shanahan Trail Pond,Boulder,1802,8/7/09,Adams,F,A,P,13,476896,4423808
336,Plumely Canyon (Site 1),Boulder,1913,6/16/03,Adams,F,A,P,13,474040,4445940
337,Pollywag Pond,Boulder,1772,6/27/95,Adams,M,A,NS,13,477610,4423710
338,Pollywag Pond,Boulder,1772,6/27/95,Adams,M,A,NS,13,477610,4423710
339,Quarry 2,Boulder,,6/1/04,Adams,F,A,P,,,
340,Roadway Waterhole,Boulder,,6/18/05,Adams,F,A,P,,,
341,Roadway Waterhole (HVR),Boulder,,6/18/05,Adams,F,A,P,,,
342,Roadway Waterhole (HVR),Boulder,,6/18/05,Adams,F,A,P,,,
343,Roadway Waterhole (HVR),Boulder,,6/18/05,Adams,F,A,P,,,
344,Schneider Pond,Boulder,,7/13/96,Adams,M,A,NS,,,
345,Shadow Canyon,Boulder,1996,5/27/98,Adams,M,A,NS,13,477382,4421239
346,Shadow Canyon,Boulder,1996,5/27/98,Adams,M,A,NS,13,477382,4421239
347,Shadow Canyon,Boulder,1996,5/27/98,Adams,M,A,NS,13,477382,4421239
348,Shadow Canyon,Boulder,1996,5/27/98,Adams,M,A,NS,13,477382,4421239
349,Shadow Canyon,Boulder,1996,6/11/98,Adams,M,A,NS,13,477382,4421239
350,Shadow Canyon,Boulder,1996,6/11/98,Adams,M,A,NS,13,477382,4421239
351,Shadow Canyon,Boulder,1996,7/19/98,Adams,M,A,NS,13,477382,4421239
352,Shadow Canyon,Boulder,1996,6/18/99,Adams,M,A,NS,13,477382,4421239
353,Shadow Canyon,Boulder,1996,6/18/99,Adams,M,A,NS,13,477382,4421239
354,Shadow Canyon,Boulder,1996,6/18/99,Adams,M,A,NS,13,477382,4421239
355,Shadow Canyon,Boulder,1996,6/18/99,Adams,M,A,NS,13,477382,4421239
356,Shadow Canyon,Boulder,1996,6/18/99,Adams,M,A,NS,13,477382,4421239
357,Shadow Canyon,Boulder,1996,6/18/99,Adams,M,A,NS,13,477382,4421239
358,Shadow Canyon,Boulder,1762,7/20/99,Adams,M,A,I,13,477382,4421239
359,Shadow Canyon,Boulder,1762,7/1/04,Kiser,M,A,NS,13,477382,4421239
360,Shadow Canyon,Boulder,1762,7/1/04,Kiser,M,A,NS,13,477382,4421239
361,Shadow Canyon,Boulder,1762,8/15/04,Kiser,M,A,NS,13,477382,4421239
362,Shadow Canyon,Boulder,1762,5/19/05,Kiser,M,A,NS,13,477382,4421239
363,Shadow Canyon,Boulder,1762,5/19/05,Kiser,M,A,NS,13,477382,4421239
364,Shadow Canyon,Boulder,1762,7/13/05,Kiser,M,A,NS,13,477382,4421239
365,Shanahan Ridge Pond,Boulder,1798,7/29/95,Adams,M,A,S,13,477638,4423634
366,Shanahan Ridge Pond,Boulder,1798,7/29/95,Adams,M,A,S,13,477638,4423634
367,Shanahan Ridge Pond,Boulder,1798,7/29/95,Adams,F,A,L,13,477638,4423634
368,Shanahan Ridge Pond,Boulder,1798,6/6/96,Adams,M,A,NS,13,477638,4423634
369,South Shanahan Trail Pond,Boulder,1769,8/19/98,Adams,M,J,NS,13,477638,4423634
370,South Shanahan Trail Pond,Boulder,1769,8/27/98,Adams,M,J,NS,13,477638,4423634
371,Stockton Cabin Pool,Boulder,1766,7/12/95,Adams,M,SA,NS,13,477382,4421239
372,Stockton Cabin Pool,Boulder,1766,7/12/95,Adams,M,A,S,13,477382,4421239
373,Stockton Cabin Pool,Boulder,1766,7/12/95,Adams,M,A,NS,13,477382,4421239
374,Stockton Cabin Pool,Boulder,1766,8/12/96,Adams,M,A,A,13,477382,4421239
375,Stockton Cabin,Boulder,1766,8/12/96,Adams,M,A,S,13,477382,4421239
376,Stockton Cabin Pool,Boulder,1766,8/12/96,Adams,M,A,S,13,477382,4421239
377,Stockton Cabin Pool,Boulder,1766,8/12/96,Adams,M,A,S,13,477382,4421239
378,Stockton Cabin Pool,Boulder,1766,8/12/96,Adams,M,A,S,13,477382,4421239
379,Stockton Cabin Pool,Boulder,1766,6/11/97,Adams,M,A,NS,13,477382,4421239
380,Stockton Cabin Pool,Boulder,1766,6/11/97,Adams,M,A,NS,13,477382,4421239
381,Stockton Cabin Pool,Boulder,1766,6/11/97,Adams,M,A,NS,13,477382,4421239
382,Stockton Cabin Pool,Boulder,1766,6/19/97,Adams,M,A,NS,13,477382,4421239
383,Stockton Cabin Pool,Boulder,1766,6/19/97,Adams,M,A,NS,13,477382,4421239
384,Stockton Cabin,Boulder,1766,6/30/97,Adams,M,A,NS,13,477382,4421239
385,Stockton Cabin Pool,Boulder,1766,8/1/97,Adams,M,A,NS,13,477382,4421239
386,Stockton Cabin Pool,Boulder,1766,8/1/97,Adams,M,A,S,13,477382,4421239
387,Stockton Cabin Pool,Boulder,1766,8/1/97,Adams,M,A,S,13,477382,4421239
388,Stockton Cabin Pool,Boulder,1766,8/1/97,Adams,M,A,S,13,477382,4421239
389,Stockton Cabin Pool,Boulder,1766,8/1/97,Adams,M,A,S,13,477382,4421239
390,Stockton Cabin Pool,Boulder,1766,8/1/97,Adams,M,A,S,13,477382,4421239
391,Stockton Cabin Pool,Boulder,1766,8/1/97,Adams,M,A,S,13,477382,4421239
392,Stockton Cabin Pool,Boulder,1766,8/1/97,Adams,M,A,S,13,477382,4421239
393,Stockton Cabin,Boulder,1766,8/14/97,Adams,M,A,NS,13,477382,4421239
394,Stockton Cabin Pool,Boulder,1766,8/22/97,Adams,M,A,S,13,477382,4421239
395,Stockton Cabin Pool,Boulder,1766,8/22/97,Adams,M,J,NS,13,477382,4421239
396,Stockton Cabin Pool,Boulder,1766,7/28/01,Adams,M,A,NS,13,477382,4421239
397,Stockton Cabin Pool,Boulder,1766,7/28/01,Adams,M,A,NS,13,477382,4421239
398,Stockton Cabin Pool,Boulder,1766,7/28/01,Adams,M,A,NS,13,477382,4421239
399,Stockton Cabin Pool,Boulder,1766,7/28/01,Adams,M,A,NS,13,477382,4421239
400,"Tank 1, HVR",Boulder,,6/22/03,Adams,M,A,NS,13,474490,4447490
401,"Tank 2, HVR",Boulder,,7/1/03,Adams,M,A,NS,13,474240,4447630
402,"Tank 2, HVR",Boulder,,7/1/03,Adams,F,A,P,13,474240,4447630
403,Thinned 3,Boulder,,7/29/04,Adams,F,A,L,,,
404,Thinned 3,Boulder,,7/29/04,Adams,M,A,NS,,,
405,Tucker B1,Boulder,2316,9/19/00,BIMP,M,J,NONB,13,465041,4428043
406,Tucker L2,Boulder,1768,6/24/00,BIMP,F,A,NONB,13,473988,4453563
407,Tucker L2,Boulder,1768,6/24/00,BIMP,F,A,LACT,13,473988,4453563
408,Tucker L2,Boulder,1768,6/24/00,BIMP,F,A,LACT,13,473988,4453563
409,Tucker L2,Boulder,1768,6/24/00,BIMP,F,A,LACT,13,473988,4453563
410,Tucker L2,Boulder,1768,9/16/00,BIMP,F,A,POST,13,473988,4453563
411,Tucker L2,Boulder,1768,9/16/00,BIMP,F,A,PREG,13,473988,4453563
412,Tucker mine L2,Boulder,1768,6/24/00,BIMP,F,A,NONB,13,473988,4453563
413,Tucker mine L2,Boulder,1768,6/24/00,BIMP,F,A,L,13,473988,4453563
414,Tucker mine L2,Boulder,1768,6/24/00,BIMP,F,A,L,13,473988,4453563
415,Tucker mine L2,Boulder,1768,6/24/00,BIMP,F,A,L,13,473988,4453563
416,Tucker mine L2,Boulder,1768,9/16/00,BIMP,F,A,PL,13,473988,4453563
417,Tucker mine L2,Boulder,1768,9/16/00,BIMP,F,A,PL,13,473988,4453563
418,Upper Geer,Boulder,1826,8/8/06,Adams,M,A,NS,13,473460,4443790
419,Upper Geer,Boulder,1826,8/8/06,Adams,M,J,NS,13,473460,4443790
420,Upper Geer Canyon,Boulder,1826,6/27/02,Adams,F,A,L,13,473460,4443790
421,Upper Geer Canyon,Boulder,1826,6/27/02,Adams,M,A,NS,13,473460,4443790
422,Upper Geer Canyon,Boulder,1826,7/5/02,Adams,M,A,NS,13,473460,4443790
423,Upper Geer Canyon,Boulder,1826,7/30/02,Adams,F,J,NLNP,13,473460,4443790
424,Upper Geer Canyon,Boulder,1826,7/13/03,Adams,F,A,L,13,473460,4443790
425,Upper Geer Canyon,Boulder,1826,7/1/09,Hayes,M,A,NR,13,473460,4443790
426,Upper Gregory Canyon,Boulder,1826,6/5/01,Adams,F,A,P,13,473460,4443790
427,Gregory Can.,Boulder,1820,6/22/09,Hayes,M,A,NR,13T,474856,4427333
428,Gregory Canyon (Boulder OSMP),Boulder,1820,6/22/09,Hayes,M,A,NR,13T,474856,4427333
429,"Heil Valley Ranch, Lower Geer Canyon",Boulder,1832,6/16/09,Hayes,M,A,NR,13T,473962,4443775
430,"Heil Valley Ranch, Upper Geer Canyon",Boulder,1826,7/1/09,Hayes,M,A,NR,13T,473170,4443935
431,Chicago Creek 236,Clear Creek,2420,6/16/01,BIMP,M,A,NONB,13,453846,4398332
432,Red Elephant 17,Clear Creek,2755,9/19/04,BIMP,M,A,TENL,13,446357,4402541
433,Dutch Flat 126,Custer,2569,7/25/03,BIMP,M,A,NONB,13,489402,4219795
434,Robinson118,Custer,2788,8/25/01,BIMP,M,A,NONB,13,469294,4218289
435,Junction Pond USFS,Dolores,,7/16/05,BIMP,M,A,,12,690093,4197520
436,North Pines,Dolores,2345,8/19/06,Hayes,F,A,PL,,,
437,North Pines,Dolores,2345,8/19/06,Hayes,F,A,PL,,,
438,,El Paso,,,DMNS,F,,,,,
439,"6 mi. N, 1 mi. W Colorado Springs",El Paso,,,"Barbour and Davis, 1969",,,,,,
440,5 Sisters 6,Fremont,1764,9/27/04,BIMP,M,A,TENL,13,484049,4244539
441,5 Sisters 6,Fremont,1764,9/27/04,BIMP,M,A,TENL,13,484049,4244539
442,Grape Creek GC-4,Fremont,1857,5/20/06,BIMP,F,A,UNKN,13,471162,4249075
443,Sunset City roost,Fremont,2214,7/23/07,Hayes,F,A,LACT,13,460321,4248898
444,Sunset City 2,Fremont,2214,5/28/09,Hayes,F,A,UNK,13,460321,4248898
445,Sunset City 2,Fremont,2214,5/28/09,Hayes,F,A,UNK,13,460321,4248898
446,Sunset City 2,Fremont,2214,5/28/09,Hayes,F,A,UNK,13,460321,4248898
447,Sunset City 2,Fremont,2210,7/28/05,BIMP,F,A,LACT,13,460320,4248900
448,Sunset City 2,Fremont,2210,7/28/05,BIMP,F,A,LACT,13,460320,4248900
449,Sunset City 2,Fremont,2210,7/28/05,BIMP,F,A,LACT,13,460320,4248900
450,Sunset City 2,Fremont,2210,7/28/05,BIMP,F,A,LACT,13,460320,4248900
451,Sunset City 2,Fremont,2210,7/28/05,BIMP,F,A,LACT,13,460320,4248900
452,Sunset City 2,Fremont,2210,7/28/05,BIMP,F,A,LACT,13,460320,4248900
453,Sunset City 2,Fremont,2210,7/28/05,BIMP,F,A,LACT,13,460320,4248900
454,Sunset City 2,Fremont,2210,7/8/05,BIMP,F,A,UNKN,13,460320,4248900
455,Sunset City 2,Fremont,2210,7/8/05,BIMP,U,U,UNKN,13,460320,4248900
456,Sunset City 2,Fremont,2210,7/8/05,BIMP,F,U,UNKN,13,460320,4248900
457,Sunset City 2,Fremont,2210,7/8/05,BIMP,F,U,UNKN,13,460320,4248900
458,Sunset City 2,Fremont,2210,7/8/05,BIMP,F,U,UNKN,13,460320,4248900
459,Sunset City 2,Fremont,2210,7/8/05,BIMP,F,A,UNKN,13,460320,4248900
460,Sunset City 2,Fremont,2210,7/8/05,BIMP,F,A,UNKN,13,460320,4248900
461,Sunset City 2,Fremont,2210,7/8/05,BIMP,F,A,UNKN,13,460320,4248900
462,Sunset City 2,Fremont,2210,7/8/05,BIMP,F,A,UNKN,13,460320,4248900
463,New Castle,Garfield,,,,,,,,,
464,Jeffco BC-1,Jefferson,1885,5/17/05,BIMP,F,A,PREG,13,482144,4389173
465,Jeffco JCOS -4,Jefferson,1902,8/26/93,BIMP,M,J,UNKN,13,486540,4376840
466,DRG Burnwell 1,La Plata,2271,8/23/93,BIMP,F,A,NONB,12,757400,4127190
467,DRG Old Peacock East,La Plata,2347,6/18/92,Freeman,F,A,NONB,12,758100,4127540
468,DRG Old Peacock East,La Plata,2347,8/31/94,BIMP,F,A,POST,12,758100,4127540
469,DRG Old Peacock East,La Plata,2347,8/31/94,BIMP,M,U,NONB,12,758100,4127540
470,DRG Old Peacock East,La Plata,2347,7/31/00,BIMP,M,A,NONB,12,758100,4127540
471,Peacock West,La Plata,2347,8/21/91,BIMP,M,A,TENL,12,758090,4127540
472,DRG Old Peacock West,La Plata,2347,8/02/92,Freeman,M,A,NONB,12,758090,4127540
473,"Peacock Mine, sec. 29, T35N, R11W",La Plata,,,"Freeman and Adams, 1992",,,,,,
474,"1.5 mi. S., 5.6
mi. W Livermore, SE 1/4 sec. 5, T9N R71W",Larimer,2012,8/30/81,Riddle & Svoboda,F,,,13,469852,4513102
475,2939 N County Road 31-D,Larimer,1615,,Armstrong,,,,,,
476,"Cow Camp, Sylvan Dale Guest Ranch, Cedar Creek",Larimer,1890,,Armstrong,,,,,,
477,Dutch George,Larimer,1982,9/23/04,USGS,M,A,Not,13t,462332,4504965
478,Gateway Confluence,Larimer,1660,9/4/03,USGS,F,A,Post,13t,479612,4505680
479,Gateway Mountain Park,Larimer,1641,9/4/04,USGS,F,A,,,,
480,Hewlett Gulch Pond,Larimer,1830,7/4/06,Hayes,M,A,,13,473610,4506490
481,Hewlett Gulch Pond,Larimer,1830,8/10/06,Hayes,M,A,,13,473610,4506490
482,Hewlett Gulch Pond,Larimer,1830,8/10/06,Hayes,F,A,NR,13,473610,4506490
483,Hewlett Gulch Pool,Larimer,1830,8/11/08,Hayes,F,A,L,13T,473588,4506512
484,Hewlett Gulch Pool,Larimer,1830,8/11/08,Hayes,M,A,NR,13T,473588,4506512
485,"Hewlett Gulch, Sara's Crossing",Larimer,1778,6/27/08,Hayes,M,A,NR,13T,473403,4505318
486,"Hewlett Gulch, Sara's Crossing",Larimer,1778,6/27/08,Hayes,F,A,L,13T,470650,4503880
487,Sara's Crossing,Larimer,1778,7/27/08,Hayes,F,A,L,13T,473403,4505318
488,"Hewlett Gulch, Sara's Crossing",Larimer,1778,7/27/08,Hayes,F,A,L,13T,473403,4505318
489,"Hewlett Gulch, Sara's Crossing",Larimer,1778,7/27/08,Hayes,F,A,L,13T,473403,4505318
490,Manhattan SM19,Larimer,2304,8/29/98,BIMP,M,A,NONB,13,449010,4504400
491,Manhattan SM19,Larimer,2304,8/29/98,BIMP,M,A,TENL,13,449010,4504400
492,Manhattan SP1,Larimer,1864,7/14/01,BIMP,M,A,NONB,13,467646,4503550
493,"mouth of Sulzer Gulch, T5N, R71W, sec. 3,
5280'",Larimer,1609,9/3/90,Armstrong,M,,,13,482161,4474709
494,Old Flowers Pond,Larimer,2632,7/17/03,USGS,F,A,Not,13t,457748,4496615
495,Old Flowers Pond,Larimer,2632,7/17/03,USGS,M,A,Scro,13t,457748,4496615
496,Pamige Ranch Pond,Larimer,2129,9/9/04,USGS,M,J,Not,13t,468415,4500434
497,"Phantom Canyon, North Fork Poudre River",Larimer,1920,,Armstrong,,,,13,475100,4521600
498,Picnic Rock,Larimer,1598,8/5/03,USGS,F,A,Lact,13t,480553,4502405
499,Picnic Rock,Larimer,1598,8/5/03,USGS,F,A,Lact,13t,480553,4502405
500,Picnic Rock,Larimer,1598,8/5/03,USGS,M,A,Not,13t,480553,4502405
501,Picnic Rock,Larimer,1598,9/1/03,USGS,M,J,Not,13t,480553,4502405
502,Redstone Pool,Larimer,1816,8/20/07,USGS,F,A,PL,13,480877,4490339
503,Redstone Pool,Larimer,1816,8/20/07,USGS,F,A,PL,13,480877,4490339
504,Redstone Pool,Larimer,1816,8/20/07,USGS,F,A,PL,13,480877,4490339
505,Redstone Pool,Larimer,1816,8/20/07,USGS,F,A,PL,13,480877,4490339
506,Redstone Pool,Larimer,1816,8/20/07,USGS,F,A,PL,13,480877,4490339
507,Redstone Pool,Larimer,1816,8/20/07,USGS,M,A,,13,480877,4490339
508,Redstone Pool,Larimer,1816,8/20/07,USGS,M,J,,13,480877,4490339
509,Redstone Pool,Larimer,1816,8/20/07,USGS,M,J,,13,480877,4490339
510,Redstone Pool,Larimer,1816,8/20/07,USGS,M,J,,13,480877,4490339
511,RFRD A100,Larimer,2402,9/24/94,BIMP,M,A,TENL,13,449400,4507350
512,Sara's Crossing (Hewlett Gulch),Larimer,6000,6/30/06,Hayes,F,A,L,13,473452,4505086
513,Sara's Crossing (Hewlett Gulch),Larimer,6000,6/30/06,Hayes,F,A,L,13,473452,4505086
514,Sara's Crossing (Hewlett Gulch),Larimer,6000,6/30/06,Hayes,F,A,L,13,473452,4505086
515,"Sylvan Dale Ranch, 6.5 mi W Loveland",Larimer,1609,5/22/93,Armstrong,F,,,13,481626,4475514
516,Triolos Ponds,Larimer,,8/6/03,USGS,M,A,Scro,13t,474021,4499619
517,Young's Gulch,Larimer,1782,7/18/08,Hayes,F,A,PL,13T,473403,4505318
518,Young's gulch,Larimer,1797,6/30/09,Hayes,M,A,NS,13T,470681,4503932
519,"4 mi. S, 3 3/4 mi. W Gulnare",Las Animas,,,"J. R. Choate, pers. comm.",,,,,,
520,"Burro Canyon, T32S R66W,
Sec 18",Las Animas,2316,8/15/81,Finley & Riddle,F,,,,,
521,junction Plum and Chacuacu (sp. Chacuacu) creeks,Las Animas,1524,7/22/77,,M,,,13,621420,4150930
522,Wooten,Las Animas,2308,6/16/68,Findley,F,,,,,
523,Amethyst Queen 9,Mesa,1987,8/25/95,BIMP,M,A,NONB,12,711970,4301590
524,Calamity FP2,Mesa,1963,7/30/97,BIMP,F,A,LACT,12,687845,4275583
525,Dominguez,Mesa,1463,,Allard,F,,,12,722590,4464610
526,"Dominguez Recreation Site, ca. 3 mi (by rd) NW
Dominguez Recreation Site",Mesa,1463,,Valdez,F,,,12,722590,4464610
527,Little Dolores Canyon,Mesa,,6/24/98,BIMP,M,A,NB,13,150634,4325722
528,Lumsden 87 Mag.,Mesa,2073,10/3/00,BIMP,M,J,NONB,12,671640,4279190
529,Outlaw Mesa Dixie 2,Mesa,1890,9/22/98,BIMP,M,A,TENL,12,687205,4275697
530,Outlaw Mesa 30,Mesa,2036,6/4/97,BIMP,M,A,NONB,12,689523,4276110
531,Outlaw Mesa,Mesa,2006,6/25/97,BIMP,F,A,UNKN,12,686972,4276190
532,Outlaw Mesa A2,Mesa,1993,6/5/97,BIMP,F,A,PREG,12,686684,4276420
533,Outlaw Mesa,Mesa,2006,6/6/97,BIMP,F,A,PREG,12,686439,4276708
534,Outlaw Mesa 59,Mesa,2006,6/6/97,BIMP,F,A,PREG,12,686439,4276708
535,Outlaw Mesa 59,Mesa,2006,6/6/97,BIMP,F,A,PREG,12,686439,4276708
536,Outlaw Mesa 60,Mesa,2006,6/6/97,BIMP,F,A,PREG,12,686374,4276722
537,Outlaw Mesa 60,Mesa,2006,6/6/97,BIMP,F,A,PREG,12,686374,4276722
538,Outlaw Mesa 61 D2,Mesa,1951,9/22/98,BIMP,F,A,NONB,12,686435,4277097
539,Outlaw Mesa 64D1,Mesa,2006,6/6/97,BIMP,F,A,PREG,12,686226,4276840
540,Outlaw Mesa 64D1,Mesa,2006,6/697,BIMP,F,A,PREG,12,686226,4276840
541,Outlaw Mesa 64D3,Mesa,2006,6/6/97,BIMP,F,A,PREG,12,686257,4276907
542,Outlaw 64D3,Mesa,2006,9/20/97,BIMP,F,A,NONB,12,686257,4276907
543,Outlaw Mesa 65,Mesa,1999,6/19/97,BIMP,F,A,PREG,12,686005,4276955
544,Outlaw Mesa 65,Mesa,1999,9/20/97,BIMP,U,U,UNKN,12,686005,4276955
545,Outlaw Mesa 66D1,Mesa,1993,10/1/97,BIMP,M,A,NONB,12,685593,4276271
546,Outlaw Mesa 73A1,Mesa,1993,9/27/98,BIMP,F,A,NONB,12,687355,4273080
547,Tenderfoot Mesa 14B,Mesa,2006,8/1/97,BIMP,M,A,NONB,12,687355,4273080
548,Tenderfoot Mesa 15A,Mesa,1981,10/3/95,BIMP,M,A,NONB,12,681200,4277900
549,Tenderfoot Mesa 3,Mesa,2042,6/24/95,BIMP,M,A,NONB,12,680720,4281720
550,Tenderfoot Mesa 6A,Mesa,2042,8/3/97,BIMP,F,J,NONB,,,
551,Ute Canyon,Mesa,1402,,Adams,,,,,,
552,"Ute Canyon, T12S R2W",Mesa,1402,,,,,,,,
553,"West Creek, 4 mi. NE Gateway, T15S R103W",Mesa,,,Freeman,,,,,,
554,About 1.1 mi N of Massey Cabin,Moffat,,7/13/90,Bogan,M,,,,,
555,"Elk Springs, 5 mi. SE of Elk Springs, T5N R98W",Moffat,1890,9/12/81,Freeman,M,,,,,
556,"Elk Springs, 5 mi. SE of Elk Springs, T5N R98W",Moffat,1890,,,,,,,,
557,"Green River, Dinosaur NM",Moffat,,,BIMP,,,,,,
558,"Holland Draw, 6 mi SW Greystone, T7N R101W",Moffat,,7/2/79,,F,,,12,688024,4493876
559,"Holland Draw, 6 mi SW Greystone, T7N R101W",Moffat,,7/2/79,,F,,L,12,688024,4493876
560,"Holland Draw, 6 mi SW Greystone, T7N R101W",Moffat,,7/2/79,,F,,NL,12,688024,4493876
561,"Pool creek ranch, Dinosaur National Monument",Moffat,1551,8/12/88,Fisher,F,,,,,
562,"Pool creek ranch, Dinosaur National Monument",Moffat,1551,6/20/89,Bogan,F,,,,,
563,"Pool creek ranch, Dinosaur National Monument",Moffat,1551,6/20/89,Bogan,F,,,,,
564,"Pot Creek, Dinosaur National Monument",Moffat,,7/17/90,BIMP,M,M,,13,166701,4505267
565,"Pot Creek, Dinosaur National Monument",Moffat,,7/17/90,BIMP,M,J,,13,166701,4505267
566,"right bank Yampa River, river mile 24, Big Joe Campground",Moffat,1615,7/20/82,Bogan,F,,,,,
567,"0.1 mi. jct Spruce Canyon
& Spruce Tree",Montezuma,1914,8/29/92,Bogan,M,,,,,
568,"1 mi SSE Rock Springs, Mesa Verde National Park",Montezuma,,8/2/91,Bogan,F,,,,,
569,"1 mi SSE Rock Springs, Mesa Verde National Park",Montezuma,,8/2/91,Valdez,M,,,,,
570,"1 mi SSE Rock Springs, Mesa Verde National Park",Montezuma,,8/2/91,Valdez,F,,,,,
571,"1 mi SSE Rock Springs, Mesa Verde National Park",Montezuma,,8/2/91,Valdez,F,,,,,
572,"1 mi SSE Rock Springs, Mesa Verde National Park",Montezuma,,8/2/91,Valdez,F,,,,,
573,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2006,O'Shea et al. 2011,F,,,,,
574,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2006,O'Shea et al. 2011,F,,,,,
575,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2006,O'Shea et al. 2011,F,,,,,
576,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2006,O'Shea et al. 2011,F,,,,,
577,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2006,O'Shea et al. 2011,M,,,,,
578,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2006,O'Shea et al. 2011,M,,,,,
579,Mesa Verde,Montezuma,"<2,165",2006,O'Shea et al.,M,,,,,
580,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,F,,,,,
581,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,F,,,,,
582,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,F,,,,,
583,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,M,,,,,
584,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,M,,,,,
585,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,M,,,,,
586,Mesa Verde,Montezuma,">2,311",2006,O'Shea et al.,M,,,,,
587,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,M,,,,,
588,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,M,,,,,
589,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,M,,,,,
590,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,M,,,,,
591,"Mesa Verde Park ""Higher Sites""",Montezuma,">2,311",2006,O'Shea et al. 2011,M,,,,,
592,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
593,Mesa Verde,Montezuma,"<2,165",2007,O'Shea et al.,F,,,,,
594,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
595,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
596,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
597,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
598,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
599,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
600,Mesa Verde,Montezuma,"<2,165",2007,O'Shea et al.,F,,,,,
601,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
602,"Mesa Verde Park ""Lower Sites""",Montezuma,"<2,165",2007,O'Shea et al. 2011,F,,,,,
